no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,0(男)/1(女),天氣
407,2022/2/14 17:27,"0150deb7d0,0330",U5d2e30cfd14fb44a3ce0125828900d16,招柴莉莉,23.57278,119.57504,262519,56,0,陰風 
2499,2022/3/15 20:16,"0150deb7d0,0432",U5d2e30cfd14fb44a3ce0125828900d16,多那之澎湖店,23.56483,119.56537,355279,56,0,多雲
2658,2022/3/18 13:17,"0150deb7d0,0262",U5d2e30cfd14fb44a3ce0125828900d16,登峰藝品行(登峰特產行),23.56505,119.56522,363191,56,0,陰
4890,2022/4/5 16:02,"0150deb7d0,0266",U5d2e30cfd14fb44a3ce0125828900d16,外垵福氣刈包,23.56469,119.47946,416533,56,0,陰多雲
4896,2022/4/5 17:44,"0150deb7d0,0329",U5d2e30cfd14fb44a3ce0125828900d16,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,416863,56,0,陰多雲
408,2022/2/14 17:28,"0150deb7d0,0249",U693d1863fb9246c18b3c343431fbad42,秋喜肉蛋吐司,23.56867,119.5675,262530,69,0,陰風 
1851,2022/2/7 19:55,"0150deb7d0,0292",U693d1863fb9246c18b3c343431fbad42,Mr.大雞,23.57226,119.57626,242193,69,0,雨
2501,2022/3/15 20:28,"0150deb7d0,0125",U693d1863fb9246c18b3c343431fbad42,赤崁海產行,23.57061,119.57209,355333,69,0,多雲
2896,2022/3/20 20:52,"0150deb7d0,0150",U693d1863fb9246c18b3c343431fbad42,好享吃小火鍋,23.56745,119.56641,370416,69,0,陰雨
2991,2022/3/22 17:29,"0150deb7d0,0329",U693d1863fb9246c18b3c343431fbad42,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,375728,69,0,陰雨
3880,2022/3/9 19:33,"0150deb7d0,0262",U693d1863fb9246c18b3c343431fbad42,登峰藝品行(登峰特產行),23.56505,119.56522,336368,69,0,晴多雲
3881,2022/3/9 19:36,"0150deb7d0,0432",U693d1863fb9246c18b3c343431fbad42,多那之澎湖店,23.56483,119.56537,336382,69,0,晴多雲
3883,2022/3/9 19:43,"0150deb7d0,0252",U693d1863fb9246c18b3c343431fbad42,飛特潛艦Victor Johni’R,23.56737,119.56745,336403,69,0,晴多雲
4149,2022/4/14 17:39,"0150deb7d0,0370",U693d1863fb9246c18b3c343431fbad42,美味登場飯麵館,23.56881,119.57029,443224,69,0,雨風
4388,2022/4/19 09:08,"0150deb7d0,0401",U693d1863fb9246c18b3c343431fbad42,駱哥港式點心,23.56584,119.56856,455300,69,0,雨風
4843,2022/4/4 16:54,"0150deb7d0,0177",U693d1863fb9246c18b3c343431fbad42,夏天茶飲,23.57184,119.57075,414040,69,0,風
5005,2022/4/7 18:48,"0150deb7d0,0144",U693d1863fb9246c18b3c343431fbad42,小小間,23.57003,119.56901,422614,69,0,陰風
5019,2022/4/7 21:09,"0150deb7d0,0339",U693d1863fb9246c18b3c343431fbad42,秀秀蔥大餅,23.5764,119.57411,422937,69,0,陰風
429,2022/2/14 20:01,"0150deb7d0,0336",Uc6b4e7313c173c3dea880730c6be0fbe,品川元麻辣串串,23.56319,119.59046,263085,76,0,陰風 
935,2022/2/21 22:43,"0150deb7d0,0338",Uc6b4e7313c173c3dea880730c6be0fbe,曾記滿福堂擔仔麵,23.57406,119.57323,285965,76,0,雨
1890,2022/2/8 15:09,"0150deb7d0,0295",Uc6b4e7313c173c3dea880730c6be0fbe,獨領風騷,23.56815,119.56751,244449,76,0,風
2368,2022/3/13 20:12,"0150deb7d0,0040",Uc6b4e7313c173c3dea880730c6be0fbe,自由塔,23.56993769,119.5713121,349182,76,0,晴
2635,2022/3/17 18:56,"0150deb7d0,0116",Uc6b4e7313c173c3dea880730c6be0fbe,金醬府,23.56734,119.5729,361428,76,0,雨陰
3685,2022/3/6 18:25,"0150deb7d0,0360",Uc6b4e7313c173c3dea880730c6be0fbe,芳遠水果行,23.56751,119.56721,326242,76,0,風   雨
3869,2022/3/9 18:24,"0150deb7d0,0207",Uc6b4e7313c173c3dea880730c6be0fbe,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,336100,76,0,晴多雲
4338,2022/4/18 09:22,"0150deb7d0,0062",Uc6b4e7313c173c3dea880730c6be0fbe,小和食光輕食館,23.57465715,119.5734249,452179,76,0,陰風
4520,2022/4/22 17:29,"0150deb7d0,0218",Uc6b4e7313c173c3dea880730c6be0fbe,滷底撈-澎湖店,23.56499,119.58107,464087,76,0,晴雨
4619,2022/4/25 20:40,"0150deb7d0,0152",Uc6b4e7313c173c3dea880730c6be0fbe,邁泰MAI TAI THAI TEA,23.56667,119.56486,471896,76,0,晴多雲
430,2022/2/14 08:01,"0150deb7d0,0324",Ua23e2340bb78ae1f35b2a7cad97cbce0,榕徽嬤?吃吃喝喝,23.56909,119.59924,260886,40,0,陰風 
733,2022/2/18 19:11,"0150deb7d0,0374",Ua23e2340bb78ae1f35b2a7cad97cbce0,奶油蝴蝶烘焙坊,23.57647,119.57387,276449,40,0,陰雨
3414,2022/3/3 19:14,"0150deb7d0,0438",Ua23e2340bb78ae1f35b2a7cad97cbce0,愛家好朋友素食屋,23.57727,119.57231,317651,40,0,晴
3415,2022/3/3 19:22,"0150deb7d0,0292",Ua23e2340bb78ae1f35b2a7cad97cbce0,Mr.大雞,23.57226,119.57626,317677,40,0,晴
431,2022/2/14 20:06,"0150deb7d0,0360",U2ddfdde26e6f72ab9142fe3b17cc8d0f,芳遠水果行,23.56751,119.56721,263108,39,0,陰風 
555,2022/2/16 11:24,"0150deb7d0,0216",U2ddfdde26e6f72ab9142fe3b17cc8d0f,新巴適經典麻辣鍋,23.57179,119.57882,267291,39,0,陰風 
1011,2022/2/22 22:22,"0150deb7d0,0338",U2ddfdde26e6f72ab9142fe3b17cc8d0f,曾記滿福堂擔仔麵,23.57406,119.57323,289385,39,0,雨
1022,2022/2/22 12:11,"0150deb7d0,0116",U2ddfdde26e6f72ab9142fe3b17cc8d0f,金醬府,23.56734,119.5729,286956,39,0,雨
1987,2022/2/9 16:11,"0150deb7d0,0157",U2ddfdde26e6f72ab9142fe3b17cc8d0f,鮮食堂海鮮蒸鍋,23.56566,119.56462,246961,39,0,風
2555,2022/3/16 16:22,"0150deb7d0,0295",U2ddfdde26e6f72ab9142fe3b17cc8d0f,獨領風騷,23.56815,119.56751,357716,39,0,陰
2557,2022/3/16 16:30,"0150deb7d0,0240",U2ddfdde26e6f72ab9142fe3b17cc8d0f,文化路蔥油餅,23.56825,119.56753,357761,39,0,陰
3286,2022/3/29 11:33,"0150deb7d0,0288",U2ddfdde26e6f72ab9142fe3b17cc8d0f,皮克吐司,23.56714,119.56467,395428,39,0,陰風
3287,2022/3/29 11:35,"0150deb7d0,0298",U2ddfdde26e6f72ab9142fe3b17cc8d0f,小蘑菇義大利麵,23.56716,119.56465,395437,39,0,陰風
3288,2022/3/29 11:38,"0150deb7d0,0395",U2ddfdde26e6f72ab9142fe3b17cc8d0f,大口香雞排,23.56719,119.56471,395444,39,0,陰風
4020,2022/4/11 18:49,"0150deb7d0,0153",U2ddfdde26e6f72ab9142fe3b17cc8d0f,找食間,23.57331,119.56867,434363,39,0,多雲
5082,2022/4/9 17:10,"0150deb7d0,0441",U2ddfdde26e6f72ab9142fe3b17cc8d0f,本家食堂日式料理,23.57544,119.57445,428090,39,0,晴
438,2022/2/14 21:13,"0150deb7d0,0177",U90aa7d9aa32ab7c5d0d35d0872b10286,夏天茶飲,23.57184,119.57075,263368,61,0,陰風 
730,2022/2/18 18:40,"0150deb7d0,0432",U90aa7d9aa32ab7c5d0d35d0872b10286,多那之澎湖店,23.56483,119.56537,276283,61,0,陰雨
1606,2022/2/4 18:54,"0150deb7d0,0040",U90aa7d9aa32ab7c5d0d35d0872b10286,自由塔,23.56993769,119.5713121,234535,61,0,風
2009,2022/2/9 19:32,"0150deb7d0,0107",U90aa7d9aa32ab7c5d0d35d0872b10286,真鮮味小吃部,119.56491,119.56929,247477,61,0,風
2735,2022/3/19 12:06,"0150deb7d0,0072",U90aa7d9aa32ab7c5d0d35d0872b10286,日香美食坊歡迎您～,23.57466,119.5768,366083,61,0,多雲風
3005,2022/3/22 19:09,"0150deb7d0,0371",U90aa7d9aa32ab7c5d0d35d0872b10286,阿鳳牛肉河粉,23.57142,119.57239,376166,61,0,陰雨
3452,2022/3/30 17:41,"0150deb7d0,0295",U90aa7d9aa32ab7c5d0d35d0872b10286,獨領風騷,23.56815,119.56751,399797,61,0,多雲
3644,2022/3/6 13:11,"0150deb7d0,0052",U90aa7d9aa32ab7c5d0d35d0872b10286,林投貝殼教堂,23.56178733,119.646781,325261,61,0,風   雨
3654,2022/3/6 11:39,"0150deb7d0,0078",U90aa7d9aa32ab7c5d0d35d0872b10286,白灣景觀餐廳,23.56154,119.64737,325079,61,0,風   雨
3807,2022/3/8 18:58,"0150deb7d0,0291",U90aa7d9aa32ab7c5d0d35d0872b10286,天津蔥抓餅,23.57431,119.5792,332823,61,0,風多雲
4177,2022/4/15 12:32,"0150deb7d0,0328",U90aa7d9aa32ab7c5d0d35d0872b10286,瑞師父海菜煎餅,23.56579,119.56542,444980,61,0,風
4178,2022/4/15 12:35,"0150deb7d0,0159",U90aa7d9aa32ab7c5d0d35d0872b10286,澎湖甘草芭樂,23.56577,119.56529,445007,61,0,風
4203,2022/4/15 21:15,"0150deb7d0,0144",U90aa7d9aa32ab7c5d0d35d0872b10286,小小間,23.57003,119.56901,446654,61,0,風
4204,2022/4/15 21:16,"0150deb7d0,0240",U90aa7d9aa32ab7c5d0d35d0872b10286,文化路蔥油餅,23.56825,119.56753,446666,61,0,風
4398,2022/4/2 10:55,"0150deb7d0,0309",U90aa7d9aa32ab7c5d0d35d0872b10286,澎湖樂晨早午餐,23.57313,119.57701,407923,61,0,小雨
4992,2022/4/7 16:41,"0150deb7d0,0116",U90aa7d9aa32ab7c5d0d35d0872b10286,金醬府,23.56734,119.5729,422032,61,0,陰風
715,2022/2/18 16:45,"0150deb7d0,0036",U5e8d91c0ca9ceafa6046962f1e880ca7,岩質咖啡,23.56646069,119.5790493,275695,71,0,陰雨
2712,2022/3/18 18:43,"0150deb7d0,0218",U5e8d91c0ca9ceafa6046962f1e880ca7,滷底撈-澎湖店,23.56499,119.58107,364248,71,0,陰
4048,2022/4/12 12:46,"0150deb7d0,0329",U5e8d91c0ca9ceafa6046962f1e880ca7,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,436076,71,0,晴
4243,2022/4/16 19:50,"0150deb7d0,0064",U5e8d91c0ca9ceafa6046962f1e880ca7,我們是望安CAFE,23.56506,119.56816,448869,71,0,風
1086,2022/2/22 09:47,"0150deb7d0,0311",Udf1296118c8279d9bfbed2e8a1d43c92,澎湖 朝陽路肉圓,23.57339,119.57697,286458,22,1,雨
3814,2022/3/8 20:33,"0150deb7d0,0162",Udf1296118c8279d9bfbed2e8a1d43c92,鯨 鯊威瑪,23.5667,119.56479,333188,22,1,風多雲
3816,2022/3/8 20:59,"0150deb7d0,0207",Udf1296118c8279d9bfbed2e8a1d43c92,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,333291,22,1,風多雲
3995,2022/4/10 21:43,"0150deb7d0,0040",Udf1296118c8279d9bfbed2e8a1d43c92,自由塔,23.56993769,119.5713121,431896,22,1,多雲
4255,2022/4/17 22:06,"0150deb7d0,0016",Udf1296118c8279d9bfbed2e8a1d43c92,海島海產大賣場,23.56576883,119.5655136,451610,22,1,風
841,2022/2/2 16:16,"0150deb7d0,0038",Ud42106e5f373e119fc111a8d67b464f1,石滬廣場站,23.56312198,119.5648365,228947,24,1,陰風 
1093,2022/2/23 13:35,"0150deb7d0,0335",Ud42106e5f373e119fc111a8d67b464f1,外婆麵猴,23.57246,119.57467,290627,24,1,中雨風
1555,2022/2/4 22:24,"0150deb7d0,0338",Ud42106e5f373e119fc111a8d67b464f1,曾記滿福堂擔仔麵,23.57406,119.57323,235123,24,1,風
3118,2022/3/25 12:37,"0150deb7d0,0309",Ud42106e5f373e119fc111a8d67b464f1,澎湖樂晨早午餐,23.57313,119.57701,383882,24,1,陰
4077,2022/4/12 19:52,"0150deb7d0,0291",Ud42106e5f373e119fc111a8d67b464f1,天津蔥抓餅,23.57431,119.5792,437498,24,1,晴
4084,2022/4/12 21:16,"0150deb7d0,0144",Ud42106e5f373e119fc111a8d67b464f1,小小間,23.57003,119.56901,437748,24,1,晴
4877,2022/4/5 22:01,"0150deb7d0,0290",Ud42106e5f373e119fc111a8d67b464f1,老餅新料蔥油餅,23.57605,119.57486,417594,24,1,陰多雲
1492,2022/2/28 21:02,"0150deb7d0,0328",U32feac0eacd5677c10fa267641ba3d30,瑞師父海菜煎餅,23.56579,119.56542,308344,61,0,晴多雲
1646,2022/2/5 14:45,"0150deb7d0,0329",U32feac0eacd5677c10fa267641ba3d30,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,236302,61,0,陰風 
3062,2022/3/23 19:29,"0150deb7d0,0299",U32feac0eacd5677c10fa267641ba3d30,三多燒肉飯,23.57441,119.57805,379212,61,0,小雨風
3186,2022/3/26 20:42,"0150deb7d0,0231",U32feac0eacd5677c10fa267641ba3d30,青泉豆花,23.57472,119.57821,388892,61,0,多雲轉小雨
5072,2022/4/9 15:05,"0150deb7d0,0109",U32feac0eacd5677c10fa267641ba3d30,萬泰食品,23.57515,119.56779,427692,61,0,晴
536,2022/2/15 21:53,"0150deb7d0,0179",U52dda63b2259abe4e296d037a82e729a,祥馨鮮鮮果舖,23.57336,119.57256,266364,68,1,陰風 
951,2022/2/21 15:15,"0150deb7d0,0121",U52dda63b2259abe4e296d037a82e729a,嶼人鍋物,23.56734,119.5729,284264,68,1,雨
3100,2022/3/24 20:42,"0150deb7d0,0292",U52dda63b2259abe4e296d037a82e729a,Mr.大雞,23.57226,119.57626,382374,68,1,小雨陰
3593,2022/3/5 22:00,"0150deb7d0,0177",U52dda63b2259abe4e296d037a82e729a,夏天茶飲,23.57184,119.57075,324220,68,1,陰風
3993,2022/4/10 21:10,"0150deb7d0,0338",U52dda63b2259abe4e296d037a82e729a,曾記滿福堂擔仔麵,23.57406,119.57323,431805,68,1,多雲
4247,2022/4/16 20:42,"0150deb7d0,0150",U52dda63b2259abe4e296d037a82e729a,好享吃小火鍋,23.56745,119.56641,449036,68,1,風
4355,2022/4/19 22:45,"0150deb7d0,0197",U52dda63b2259abe4e296d037a82e729a,嚐香聚牛肉麵,23.57425,119.57308,457310,68,1,雨風
4794,2022/4/3 21:48,"0150deb7d0,0397",U52dda63b2259abe4e296d037a82e729a,夯小管燒x雞蛋糕,23.56476,119.58144,412244,68,1,陰風
537,2022/2/16 13:04,"0150deb7d0,0298",U05acef925dad7cbfa0cca1762f4aa64d,小蘑菇義大利麵,23.56716,119.56465,267677,80,0,陰風 
538,2022/2/16 13:10,"0150deb7d0,0288",U05acef925dad7cbfa0cca1762f4aa64d,皮克吐司,23.56714,119.56467,267700,80,0,陰風 
1206,2022/2/24 16:37,"0150deb7d0,0289",U05acef925dad7cbfa0cca1762f4aa64d,抓包．馬公分店,23.5729,119.57694,294219,80,0,風
1453,2022/2/28 15:33,"0150deb7d0,0237",U05acef925dad7cbfa0cca1762f4aa64d,振發食品行,23.56413,119.5642,306922,80,0,晴多雲
1454,2022/2/28 15:43,"0150deb7d0,0234",U05acef925dad7cbfa0cca1762f4aa64d,菊島石齋,23.5642,119.5645,306945,80,0,晴多雲
1456,2022/2/28 16:09,"0150deb7d0,0236",U05acef925dad7cbfa0cca1762f4aa64d,菊楓食堂日式料理,23.57538,119.58058,307032,80,0,晴多雲
2040,2022/3/1 13:53,"0150deb7d0,0144",U05acef925dad7cbfa0cca1762f4aa64d,小小間,23.57003,119.56901,309982,80,0,多雲陰
2614,2022/3/17 12:56,"0150deb7d0,0336",U05acef925dad7cbfa0cca1762f4aa64d,品川元麻辣串串,23.56319,119.59046,360060,80,0,雨陰
2904,2022/3/21 13:12,"0150deb7d0,0124",U05acef925dad7cbfa0cca1762f4aa64d,峰鮮宴隱市食堂,23.56359,119.5808,371425,80,0,陰
3494,2022/3/31 12:50,"0150deb7d0,0104",U05acef925dad7cbfa0cca1762f4aa64d,京典小吃部,23.56481,119.56895,401397,80,0,陰風
3855,2022/3/9 15:43,"0150deb7d0,0050",U05acef925dad7cbfa0cca1762f4aa64d,澎湖海洋地質公園中心,23.56633846,119.5787976,335464,80,0,晴多雲
3859,2022/3/9 16:08,"0150deb7d0,0036",U05acef925dad7cbfa0cca1762f4aa64d,岩質咖啡,23.56646069,119.5790493,335536,80,0,晴多雲
3871,2022/3/9 18:38,"0150deb7d0,0157",U05acef925dad7cbfa0cca1762f4aa64d,鮮食堂海鮮蒸鍋,23.56566,119.56462,336157,80,0,晴多雲
4274,2022/4/17 18:29,"0150deb7d0,0374",U05acef925dad7cbfa0cca1762f4aa64d,奶油蝴蝶烘焙坊,23.57647,119.57387,450963,80,0,風
4632,2022/4/26 13:33,"0150deb7d0,0386",U05acef925dad7cbfa0cca1762f4aa64d,四季肉圓專賣店,23.57334,119.57233,473117,80,0,晴多雲
4922,2022/4/6 10:49,"0150deb7d0,0311",U05acef925dad7cbfa0cca1762f4aa64d,澎湖 朝陽路肉圓,23.57339,119.57697,418339,80,0,風
4941,2022/4/6 15:11,"0150deb7d0,0338",U05acef925dad7cbfa0cca1762f4aa64d,曾記滿福堂擔仔麵,23.57406,119.57323,419213,80,0,風
4977,2022/4/6 21:57,"0150deb7d0,0090",U05acef925dad7cbfa0cca1762f4aa64d,家竹黑砂糖冷熱飲店,23.56518,119.58183,420532,80,0,風
5033,2022/4/8 15:13,"0150deb7d0,0262",U05acef925dad7cbfa0cca1762f4aa64d,登峰藝品行(登峰特產行),23.56505,119.56522,424737,80,0,晴
540,2022/2/16 13:35,"0150deb7d0,0050",Uf23bd4f4785e28df43f28337cffa1a21,澎湖海洋地質公園中心,23.56633846,119.5787976,267788,53,1,陰風 
552,2022/2/16 11:16,"0150deb7d0,0036",Ub8435fdcfc2b3bd95ca3ceeb76822229,岩質咖啡,23.56646069,119.5790493,267272,24,1,陰風 
4190,2022/4/15 18:06,"0150deb7d0,0027",Ub8435fdcfc2b3bd95ca3ceeb76822229,五鮮上醬海產專賣,23.56580466,119.5654261,446015,24,1,風
4486,2022/4/21 18:33,"0150deb7d0,0065",Ub8435fdcfc2b3bd95ca3ceeb76822229,啤酒海時尚熱炒,23.56523,119.56644,461891,24,1,晴
4556,2022/4/23 21:19,"0150deb7d0,0159",Ub8435fdcfc2b3bd95ca3ceeb76822229,澎湖甘草芭樂,23.56577,119.56529,467074,24,1,多雲晴
4736,2022/4/29 13:01,"0150deb7d0,0299",Ub8435fdcfc2b3bd95ca3ceeb76822229,三多燒肉飯,23.57441,119.57805,480698,24,1,晴風
4743,2022/4/29 12:16,"0150deb7d0,0095",Ub8435fdcfc2b3bd95ca3ceeb76822229,海城上湯鮮魚粥飯麵館,23.57711,119.57021,480594,24,1,晴風
569,2022/2/16 02:04,"0150deb7d0,0336",Ua4642a4dd9dda411e6c254ac0443645b,品川元麻辣串串,23.56319,119.59046,266676,30,0,陰風 
2524,2022/3/16 22:25,"0150deb7d0,0139",Ua4642a4dd9dda411e6c254ac0443645b,紫光複合式餐飲,23.56601,119.56687,358944,30,0,陰
2542,2022/3/16 12:59,"0150deb7d0,0048",Ua4642a4dd9dda411e6c254ac0443645b,小門鯨魚洞站,23.65265094,119.5174826,357026,30,0,陰
2551,2022/3/16 15:53,"0150deb7d0,0264",Ua4642a4dd9dda411e6c254ac0443645b,阿姨仙人掌冰,23.65683,119.55745,357601,30,0,陰
2566,2022/3/16 19:42,"0150deb7d0,0104",Ua4642a4dd9dda411e6c254ac0443645b,京典小吃部,23.56481,119.56895,358454,30,0,陰
2575,2022/3/16 20:46,"0150deb7d0,0244",Ua4642a4dd9dda411e6c254ac0443645b,三ㄚ店&潮style,23.56705,119.56538,358610,30,0,陰
2576,2022/3/16 20:47,"0150deb7d0,0073",Ua4642a4dd9dda411e6c254ac0443645b,鑫億海產行 (頂級幹貝醬&名產),23.56648,119.56535,358617,30,0,陰
573,2022/2/16 14:11,"0150deb7d0,0215",U4e68ed94217b679a3bb1f22d7081c00e,阿力香雞排-文山店,23.56285,119.58517,267946,76,0,陰風 
2064,2022/3/1 12:51,"0150deb7d0,0217",U4e68ed94217b679a3bb1f22d7081c00e,趴兔PART TWO茶坊,23.56289,119.58495,309786,76,0,多雲陰
3959,2022/4/10 14:29,"0150deb7d0,0149",U4e68ed94217b679a3bb1f22d7081c00e,拾捌度C鮮果茶飲站,23.57436,119.5795,430471,76,0,多雲
585,2022/2/16 15:54,"0150deb7d0,0266",U964abc9d948bfeafba4e573c12b14365,外垵福氣刈包,23.56469,119.47946,268412,62,1,陰風 
2028,2022/2/9 21:32,"0150deb7d0,0073",U964abc9d948bfeafba4e573c12b14365,鑫億海產行 (頂級幹貝醬&名產),23.56648,119.56535,247793,62,1,風
2660,2022/3/18 22:15,"0150deb7d0,0328",U964abc9d948bfeafba4e573c12b14365,瑞師父海菜煎餅,23.56579,119.56542,364817,62,1,陰
2852,2022/3/2 21:24,"0150deb7d0,0125",U964abc9d948bfeafba4e573c12b14365,赤崁海產行,23.57061,119.57209,314834,62,1,風
2855,2022/3/2 21:50,"0150deb7d0,0291",U964abc9d948bfeafba4e573c12b14365,天津蔥抓餅,23.57431,119.5792,314903,62,1,風
3105,2022/3/24 21:34,"0150deb7d0,0016",U964abc9d948bfeafba4e573c12b14365,海島海產大賣場,23.56576883,119.5655136,382506,62,1,小雨陰
3488,2022/3/31 11:26,"0150deb7d0,0359",U964abc9d948bfeafba4e573c12b14365,Bella調酒專賣店,23.56855353,119.567152,401127,62,1,陰風
3492,2022/3/31 12:08,"0150deb7d0,0078",U964abc9d948bfeafba4e573c12b14365,白灣景觀餐廳,23.56154,119.64737,401242,62,1,陰風
3673,2022/3/6 17:34,"0150deb7d0,0374",U964abc9d948bfeafba4e573c12b14365,奶油蝴蝶烘焙坊,23.57647,119.57387,326017,62,1,風   雨
4128,2022/4/13 21:34,"0150deb7d0,0395",U964abc9d948bfeafba4e573c12b14365,大口香雞排,23.56719,119.56471,441011,62,1,晴
4909,2022/4/5 19:54,"0150deb7d0,0338",U964abc9d948bfeafba4e573c12b14365,曾記滿福堂擔仔麵,23.57406,119.57323,417293,62,1,陰多雲
1150,2022/2/23 19:50,"0150deb7d0,0291",U2a61f0c04f909838b1b52cce31614069,天津蔥抓餅,23.57431,119.5792,292030,17,0,中雨風
1315,2022/2/26 17:13,"0150deb7d0,0288",U2a61f0c04f909838b1b52cce31614069,皮克吐司,23.56714,119.56467,301163,17,0,多雲晴
1481,2022/2/28 19:42,"0150deb7d0,0360",U2a61f0c04f909838b1b52cce31614069,芳遠水果行,23.56751,119.56721,308024,17,0,晴多雲
2518,2022/3/16 22:07,"0150deb7d0,0109",U2a61f0c04f909838b1b52cce31614069,萬泰食品,23.57515,119.56779,358876,17,0,陰
2589,2022/3/16 21:44,"0150deb7d0,0393",U2a61f0c04f909838b1b52cce31614069,紐西蘭牛排館,23.57295,119.57542,358837,17,0,陰
2820,2022/3/2 17:55,"0150deb7d0,0249",U2a61f0c04f909838b1b52cce31614069,秋喜肉蛋吐司,23.56867,119.5675,313993,17,0,風
3320,2022/3/29 18:19,"0150deb7d0,0311",U2a61f0c04f909838b1b52cce31614069,澎湖 朝陽路肉圓,23.57339,119.57697,396847,17,0,陰風
3506,2022/3/31 18:14,"0150deb7d0,0072",U2a61f0c04f909838b1b52cce31614069,日香美食坊歡迎您～,23.57466,119.5768,402550,17,0,陰風
4591,2022/4/25 22:21,"0150deb7d0,0295",U2a61f0c04f909838b1b52cce31614069,獨領風騷,23.56815,119.56751,472164,17,0,晴多雲
4785,2022/4/3 18:24,"0150deb7d0,0179",U2a61f0c04f909838b1b52cce31614069,祥馨鮮鮮果舖,23.57336,119.57256,411752,17,0,陰風
4962,2022/4/6 19:41,"0150deb7d0,0384",U2a61f0c04f909838b1b52cce31614069,葉子的店,23.57429,119.57824,420134,17,0,風
594,2022/2/16 17:38,"0150deb7d0,0197",Uf1736a1ca1a13bc5cf32f5eb94c52246,嚐香聚牛肉麵,23.57425,119.57308,268871,51,1,陰風 
696,2022/2/18 12:27,"0150deb7d0,0371",Uf1736a1ca1a13bc5cf32f5eb94c52246,阿鳳牛肉河粉,23.57142,119.57239,274562,51,1,陰雨
919,2022/2/20 19:29,"0150deb7d0,0091",Uf1736a1ca1a13bc5cf32f5eb94c52246,玻玻飲食店,23.57971,119.57924,282309,51,1,風轉小雨
1236,2022/2/25 13:26,"0150deb7d0,0032",Uf1736a1ca1a13bc5cf32f5eb94c52246,澎湖伯伴手禮坊,23.57123973,119.5799884,296744,51,1,陰風 
2170,2022/3/10 16:02,"0150deb7d0,0231",Uf1736a1ca1a13bc5cf32f5eb94c52246,青泉豆花,23.57472,119.57821,338915,51,1,晴
2426,2022/3/14 20:06,"0150deb7d0,0095",Uf1736a1ca1a13bc5cf32f5eb94c52246,海城上湯鮮魚粥飯麵館,23.57711,119.57021,351976,51,1,陰
3280,2022/3/28 20:05,"0150deb7d0,0291",Uf1736a1ca1a13bc5cf32f5eb94c52246,天津蔥抓餅,23.57431,119.5792,394343,51,1,雨
4307,2022/4/18 15:42,"0150deb7d0,0403",Uf1736a1ca1a13bc5cf32f5eb94c52246,恐龍炭烤饅頭,23.56671,119.56477,453253,51,1,陰風
765,2022/2/19 14:18,"0150deb7d0,0386",Ua4bf04f362c614233ba234d8dfb47e82,四季肉圓專賣店,23.57334,119.57233,278337,28,1,風轉小雨
2337,2022/3/13 12:58,"0150deb7d0,0094",Ua4bf04f362c614233ba234d8dfb47e82,菲菲檸檬,23.57352,119.57246,347699,28,1,晴
2452,2022/3/15 11:08,"0150deb7d0,0308",Ua4bf04f362c614233ba234d8dfb47e82,沐一日式豬排專賣店,23.57319,119.57316,353319,28,1,多雲
4339,2022/4/18 09:31,"0150deb7d0,0329",Ua4bf04f362c614233ba234d8dfb47e82,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,452188,28,1,陰風
598,2022/2/16 19:39,"0150deb7d0,0395",U8bb1d3ebe8e6c92aedd2b39f66b4ac93,大口香雞排,23.56719,119.56471,269337,36,1,陰風 
606,2022/2/16 08:35,"0150deb7d0,0221",U10cb380dbad41364c47ba3e6d4f1d4ee,回鄉餐館-(義大利麵 濃湯 炒飯 便當),23.56406,119.58901,266920,73,0,陰風 
2705,2022/3/18 17:28,"0150deb7d0,0048",U10cb380dbad41364c47ba3e6d4f1d4ee,小門鯨魚洞站,23.65265094,119.5174826,363977,73,0,陰
3505,2022/3/31 17:34,"0150deb7d0,0289",U10cb380dbad41364c47ba3e6d4f1d4ee,抓包．馬公分店,23.5729,119.57694,402410,73,0,陰風
4030,2022/4/11 21:44,"0150deb7d0,0065",U10cb380dbad41364c47ba3e6d4f1d4ee,啤酒海時尚熱炒,23.56523,119.56644,434871,73,0,多雲
4119,2022/4/13 08:10,"0150deb7d0,0240",U10cb380dbad41364c47ba3e6d4f1d4ee,文化路蔥油餅,23.56825,119.56753,438361,73,0,晴
4120,2022/4/13 08:11,"0150deb7d0,0162",U10cb380dbad41364c47ba3e6d4f1d4ee,鯨 鯊威瑪,23.5667,119.56479,438362,73,0,晴
4296,2022/4/18 12:03,"0150deb7d0,0207",U10cb380dbad41364c47ba3e6d4f1d4ee,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,452603,73,0,陰風
4716,2022/4/28 17:04,"0150deb7d0,0177",U10cb380dbad41364c47ba3e6d4f1d4ee,夏天茶飲,23.57184,119.57075,479283,73,0,陰晴
