no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,0(男)/1(女),天氣
2363,2022/3/13 20:02,"0150deb7d0,0157",U2836726225b9ab0825c9eca84b931fe9,鮮食堂海鮮蒸鍋,23.56566,119.56462,349142,60,1,晴
2365,2022/3/13 20:04,"0150deb7d0,0123",U2836726225b9ab0825c9eca84b931fe9,源利軒黑糖糕老店,23.56572,119.56496,349148,60,1,晴
2370,2022/3/13 20:21,"0150deb7d0,0068",U2836726225b9ab0825c9eca84b931fe9,弗洛伊得飲酒店,23.56755,119.56811,349227,60,1,晴
2378,2022/3/13 21:40,"0150deb7d0,0202",U2836726225b9ab0825c9eca84b931fe9,原豆工坊咖啡專賣店,23.56409,119.56508,349485,60,1,晴
3677,2022/3/6 17:42,"0150deb7d0,0395",U2836726225b9ab0825c9eca84b931fe9,大口香雞排,23.56719,119.56471,326063,60,1,風   雨
3678,2022/3/6 17:43,"0150deb7d0,0244",U2836726225b9ab0825c9eca84b931fe9,三ㄚ店&潮style,23.56705,119.56538,326069,60,1,風   雨
3680,2022/3/6 17:47,"0150deb7d0,0196",U2836726225b9ab0825c9eca84b931fe9,馬路益燒肉飯,23.56596,119.56523,326089,60,1,風   雨
3683,2022/3/6 18:08,"0150deb7d0,0305",U2836726225b9ab0825c9eca84b931fe9,桃太郎日式料理,23.56613,119.56468,326170,60,1,風   雨
3684,2022/3/6 18:13,"0150deb7d0,0403",U2836726225b9ab0825c9eca84b931fe9,恐龍炭烤饅頭,23.56671,119.56477,326197,60,1,風   雨
3702,2022/3/6 20:43,"0150deb7d0,0291",U2836726225b9ab0825c9eca84b931fe9,天津蔥抓餅,23.57431,119.5792,326784,60,1,風   雨
3804,2022/3/8 18:01,"0150deb7d0,0144",U2836726225b9ab0825c9eca84b931fe9,小小間,23.57003,119.56901,332600,60,1,風多雲
4687,2022/4/27 19:31,"0150deb7d0,0336",U2836726225b9ab0825c9eca84b931fe9,品川元麻辣串串,23.56319,119.59046,477266,60,1,晴多雲
4496,2022/4/21 20:42,"0150deb7d0,0328",U115e1c0c4484de6723302d95a3024f11,瑞師父海菜煎餅,23.56579,119.56542,462205,79,0,晴
2538,2022/3/16 12:15,"0150deb7d0,0078",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,白灣景觀餐廳,23.56154,119.64737,356837,43,0,陰
2911,2022/3/21 12:10,"0150deb7d0,0188",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,欣欣麵食館,23.58453,119.65867,371226,43,0,陰
3945,2022/4/10 10:25,"0150deb7d0,0044",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,通樑古榕,23.65648794,119.5567078,429692,43,0,多雲
4068,2022/4/12 18:37,"0150deb7d0,0116",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,金醬府,23.56734,119.5729,437257,43,0,晴
4438,2022/4/20 11:20,"0150deb7d0,0337",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,金海集,23.56305,119.56706,458076,43,0,陰多雲
4659,2022/4/26 08:51,"0150deb7d0,0157",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,鮮食堂海鮮蒸鍋,23.56566,119.56462,472647,43,0,晴多雲
4660,2022/4/26 08:53,"0150deb7d0,0103",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,聚鮮食堂,23.5645,119.56516,472654,43,0,晴多雲
2540,2022/3/16 12:28,"0150deb7d0,0107",U731cac930835d6b45c4db9932ffc97f7,真鮮味小吃部,119.56491,119.56929,356888,31,0,陰
2554,2022/3/16 16:17,"0150deb7d0,0143",U38921889044f9156c3267a63513950f8,14巷復刻飛鏢餐館,23.56589,119.5663,357690,65,1,陰
2567,2022/3/16 19:47,"0150deb7d0,0295",U38921889044f9156c3267a63513950f8,獨領風騷,23.56815,119.56751,358465,65,1,陰
2568,2022/3/16 19:49,"0150deb7d0,0252",U38921889044f9156c3267a63513950f8,飛特潛艦Victor Johni’R,23.56737,119.56745,358473,65,1,陰
2558,2022/3/16 16:45,"0150deb7d0,0127",U73019f98ea2afa4da58f2ab9a2e6a8ee,遠東名產總匯,23.56656,119.56768,357818,20,0,陰
2617,2022/3/17 14:00,"0150deb7d0,0236",U3ceb19e0a663d3189f091129183229e5,菊楓食堂日式料理,23.57538,119.58058,360281,36,0,雨陰
2851,2022/3/2 09:09,"0150deb7d0,0291",U3ceb19e0a663d3189f091129183229e5,天津蔥抓餅,23.57431,119.5792,312216,36,0,風
3951,2022/4/10 11:47,"0150deb7d0,0038",U3ceb19e0a663d3189f091129183229e5,石滬廣場站,23.56312198,119.5648365,429881,36,0,多雲
4109,2022/4/13 18:17,"0150deb7d0,0384",U3ceb19e0a663d3189f091129183229e5,葉子的店,23.57429,119.57824,440365,36,0,晴
2633,2022/3/17 18:47,"0150deb7d0,0298",U96e5f0c729a39b9c59ad9964668683e1,小蘑菇義大利麵,23.56716,119.56465,361394,62,1,雨陰
2634,2022/3/17 18:53,"0150deb7d0,0288",U96e5f0c729a39b9c59ad9964668683e1,皮克吐司,23.56714,119.56467,361419,62,1,雨陰
2654,2022/3/18 13:01,"0150deb7d0,0102",U0710ea284a77b88b2c52bcf268392ed0,清心飲食店,23.60018,119.50975,363104,63,0,陰
2707,2022/3/18 17:44,"0150deb7d0,0401",U0710ea284a77b88b2c52bcf268392ed0,駱哥港式點心,23.56584,119.56856,364048,63,0,陰
2721,2022/3/18 08:43,"0150deb7d0,0150",U0710ea284a77b88b2c52bcf268392ed0,好享吃小火鍋,23.56745,119.56641,362541,63,0,陰
2667,2022/3/18 23:21,"0150deb7d0,0197",U751805cb651c58a391c10d1bd210c31c,嚐香聚牛肉麵,23.57425,119.57308,364950,39,1,陰
2697,2022/3/18 16:36,"0150deb7d0,0311",U751805cb651c58a391c10d1bd210c31c,澎湖 朝陽路肉圓,23.57339,119.57697,363761,39,1,陰
2990,2022/3/22 17:25,"0150deb7d0,0095",U751805cb651c58a391c10d1bd210c31c,海城上湯鮮魚粥飯麵館,23.57711,119.57021,375702,39,1,陰雨
3140,2022/3/25 19:53,"0150deb7d0,0307",U751805cb651c58a391c10d1bd210c31c,世軒西點麵包????,23.57275,119.57417,385620,39,1,陰
3653,2022/3/6 23:35,"0150deb7d0,0218",U751805cb651c58a391c10d1bd210c31c,滷底撈-澎湖店,23.56499,119.58107,327173,39,1,風   雨
2671,2022/3/18 12:03,"0150deb7d0,0216",Ufa881ba370e8e7ea5baf42b88b3f88f9,新巴適經典麻辣鍋,23.57179,119.57882,362961,24,1,陰
2685,2022/3/18 15:13,"0150deb7d0,0269",Ufa881ba370e8e7ea5baf42b88b3f88f9,二崁杏仁茶館,23.60457,119.51837,363472,24,1,陰
2716,2022/3/18 20:01,"0150deb7d0,0091",Ufa881ba370e8e7ea5baf42b88b3f88f9,玻玻飲食店,23.57971,119.57924,364468,24,1,陰
2725,2022/3/18 21:45,"0150deb7d0,0157",Ua180b621d7fbf40a7ab9bc33ce50579e,鮮食堂海鮮蒸鍋,23.56566,119.56462,364750,32,0,陰
2766,2022/3/19 08:55,"0150deb7d0,0338",U7e342b53990f897d76cab3f316db2feb,曾記滿福堂擔仔麵,23.57406,119.57323,365626,35,1,多雲風
3026,2022/3/23 13:20,"0150deb7d0,0069",U7e342b53990f897d76cab3f316db2feb,岩田丼屋歡迎您！,23.57708,119.57257,377955,35,1,小雨風
3892,2022/3/9 09:06,"0150deb7d0,0109",U7e342b53990f897d76cab3f316db2feb,萬泰食品,23.57515,119.56779,334238,35,1,晴多雲
2771,2022/3/19 21:27,"0150deb7d0,0024",U540f77f29cfe32a2df8fc9383e168c44,澎漁宴餐廳,23.56625705,119.5690162,367774,74,1,多雲風
4643,2022/4/26 15:17,"0150deb7d0,0040",U540f77f29cfe32a2df8fc9383e168c44,自由塔,23.56993769,119.5713121,473329,74,1,晴多雲
4780,2022/4/3 15:22,"0150deb7d0,0109",U540f77f29cfe32a2df8fc9383e168c44,萬泰食品,23.57515,119.56779,411354,74,1,陰風
4781,2022/4/3 15:36,"0150deb7d0,0067",U540f77f29cfe32a2df8fc9383e168c44,海貝創意工作室,23.56451,119.56438,411374,74,1,陰風
5069,2022/4/9 14:02,"0150deb7d0,0248",U540f77f29cfe32a2df8fc9383e168c44,映咖啡 INN Coffee,23.58481,119.65883,427523,74,1,晴
2842,2022/3/2 20:08,"0150deb7d0,0338",U7858d922b1c59d1754812aaa32c92ad8,曾記滿福堂擔仔麵,23.57406,119.57323,314606,56,1,風
2846,2022/3/2 20:34,"0150deb7d0,0094",U7858d922b1c59d1754812aaa32c92ad8,菲菲檸檬,23.57352,119.57246,314678,56,1,風
2889,2022/3/20 19:33,"0150deb7d0,0289",U5ddf378ae45dfe97ce0eef5a1906e06b,抓包．馬公分店,23.5729,119.57694,370195,41,1,陰雨
2973,2022/3/22 12:14,"0150deb7d0,0057",Ud14357d80a62e9e987aeb7a7d4d4ac76,澎湖海洋地質公園中心(1F),23.56642,119.57891,374579,54,0,陰雨
2976,2022/3/22 12:18,"0150deb7d0,0036",Ud14357d80a62e9e987aeb7a7d4d4ac76,岩質咖啡,23.56646069,119.5790493,374594,54,0,陰雨
3017,2022/3/22 20:17,"0150deb7d0,0152",Udf2053d3b9dd117b4d7533a7c03d0620,邁泰MAI TAI THAI TEA,23.56667,119.56486,376409,79,1,陰雨
3161,2022/3/26 16:39,"0150deb7d0,0332",Udf2053d3b9dd117b4d7533a7c03d0620,小螞蟻牛排,23.56836,119.56831,388047,79,1,多雲轉小雨
3024,2022/3/22 20:39,"0150deb7d0,0339",U0cc1a7e6dc3dab6ba3c199729c3ca026,秀秀蔥大餅,23.5764,119.57411,376489,67,0,陰雨
4547,2022/4/23 16:05,"0150deb7d0,0338",U0cc1a7e6dc3dab6ba3c199729c3ca026,曾記滿福堂擔仔麵,23.57406,119.57323,466249,67,0,多雲晴
4845,2022/4/4 17:00,"0150deb7d0,0149",U0cc1a7e6dc3dab6ba3c199729c3ca026,拾捌度C鮮果茶飲站,23.57436,119.5795,414061,67,0,風
3030,2022/3/23 10:19,"0150deb7d0,0386",U5e115195ab4932c756d797ba1a1bda30,四季肉圓專賣店,23.57334,119.57233,377347,53,1,小雨風
3124,2022/3/25 15:23,"0150deb7d0,0297",U089b0e0a9b08015d24eb0019800820d6,?男子漢鐵板料理,23.57041,119.57188,384585,79,1,陰
3982,2022/4/10 19:13,"0150deb7d0,0299",U089b0e0a9b08015d24eb0019800820d6,三多燒肉飯,23.57441,119.57805,431412,79,1,多雲
3130,2022/3/25 17:48,"0150deb7d0,0246",U06a75f71e65d0720f4c5381a88fa5e34,達咖啡,23.56737,119.56745,385156,71,0,陰
3296,2022/3/29 14:59,"0150deb7d0,0275",U06a75f71e65d0720f4c5381a88fa5e34,萊客帕冰品Like Par Par,23.56342,119.56493,396141,71,0,陰風
3305,2022/3/29 16:25,"0150deb7d0,0207",U06a75f71e65d0720f4c5381a88fa5e34,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,396421,71,0,陰風
3306,2022/3/29 16:27,"0150deb7d0,0144",U06a75f71e65d0720f4c5381a88fa5e34,小小間,23.57003,119.56901,396429,71,0,陰風
3363,2022/3/3 10:21,"0150deb7d0,0016",U06a75f71e65d0720f4c5381a88fa5e34,海島海產大賣場,23.56576883,119.5655136,315701,71,0,晴
3158,2022/3/26 15:02,"0150deb7d0,0401",U6ad20b3ca18d954fe3715e74b877afad,駱哥港式點心,23.56584,119.56856,387650,60,1,多雲轉小雨
4007,2022/4/11 14:57,"0150deb7d0,0009",U6ad20b3ca18d954fe3715e74b877afad,海口峰海產行,23.56315044,119.5831612,433420,60,1,多雲
3163,2022/3/26 17:24,"0150deb7d0,0298",U5fb1d3cfae1d00e6240cb0d168667678,小蘑菇義大利麵,23.56716,119.56465,388247,64,0,多雲轉小雨
3168,2022/3/26 17:41,"0150deb7d0,0144",U0baf7e75fb1fc4a0d3986bc84f2776fd,小小間,23.57003,119.56901,388327,72,1,多雲轉小雨
3236,2022/3/27 20:21,"0150deb7d0,0328",Ufb65a30ee56a433f8938d5810f9a678b,瑞師父海菜煎餅,23.56579,119.56542,391831,54,1,陰雨
4658,2022/4/26 20:34,"0150deb7d0,0110",Ufb65a30ee56a433f8938d5810f9a678b,天人菊名產店,23.56387,119.56495,474245,54,1,晴多雲
4742,2022/4/29 00:08,"0150deb7d0,0359",Ufb65a30ee56a433f8938d5810f9a678b,Bella調酒專賣店,23.56855353,119.567152,480061,54,1,晴風
3258,2022/3/28 14:38,"0150deb7d0,0021",Uade7176a591f6c6cf6fa397136c1a38d,希望天地珊瑚珍珠,23.56519326,119.5675032,393444,43,1,雨
3297,2022/3/29 15:34,"0150deb7d0,0057",Uae8b3aada05fbe64d423c5f0d62d2630,澎湖海洋地質公園中心(1F),23.56642,119.57891,396257,67,1,陰風
3338,2022/3/29 20:33,"0150deb7d0,0218",U1c716fbc6221e2ec5c87f7cfcd07e8fd,滷底撈-澎湖店,23.56499,119.58107,397302,41,0,陰風
4561,2022/4/24 23:14,"0150deb7d0,0068",U1c716fbc6221e2ec5c87f7cfcd07e8fd,弗洛伊得飲酒店,23.56755,119.56811,469364,41,0,晴
3406,2022/3/3 17:57,"0150deb7d0,0347",Udd6e7459ea3ad19f4ce02cc5d74f60ff,提樂茶飲專賣店,23.56668,119.5654,317382,36,0,晴
4469,2022/4/21 13:03,"0150deb7d0,0328",Udd6e7459ea3ad19f4ce02cc5d74f60ff,瑞師父海菜煎餅,23.56579,119.56542,461021,36,0,晴
4411,2022/4/2 02:55,"0150deb7d0,0412",Uea7d6799ca7a90c9bc9ff0c12de94045,四方早餐店,23.56619,119.58263,407226,68,1,小雨
4731,2022/4/28 08:43,"0150deb7d0,0009",Uea7d6799ca7a90c9bc9ff0c12de94045,海口峰海產行,23.56315044,119.5831612,478183,68,1,陰晴
3498,2022/3/31 16:04,"0150deb7d0,0227",Ua86b9ba9393e507e390607bf2c590c32,小林包子饅頭店,23.5685,119.56895,402076,45,0,陰風
3525,2022/3/31 21:14,"0150deb7d0,0339",U2ed2f082997150406e6a84e88560b524,秀秀蔥大餅,23.5764,119.57411,403207,54,1,陰風
4824,2022/4/4 10:16,"0150deb7d0,0246",U2ed2f082997150406e6a84e88560b524,達咖啡,23.56737,119.56745,413048,54,1,風
3589,2022/3/5 13:23,"0150deb7d0,0437",Ubd1e6918c63629b95c270f72deaadf7f,台灣大餅早午餐,23.56718,119.56441,322394,36,0,陰風
3601,2022/3/5 11:39,"0150deb7d0,0327",Ubd1e6918c63629b95c270f72deaadf7f,西河食堂海鮮粥,23.56484,119.5652,322163,36,0,陰風
3602,2022/3/5 11:41,"0150deb7d0,0103",Ubd1e6918c63629b95c270f72deaadf7f,聚鮮食堂,23.5645,119.56516,322167,36,0,陰風
3603,2022/3/5 11:46,"0150deb7d0,0238",Ubd1e6918c63629b95c270f72deaadf7f,澎湖水仙宮,23.56385,119.56416,322179,36,0,陰風
3604,2022/3/5 11:48,"0150deb7d0,0237",Ubd1e6918c63629b95c270f72deaadf7f,振發食品行,23.56413,119.5642,322182,36,0,陰風
3822,2022/3/9 13:12,"0150deb7d0,0329",Ubd1e6918c63629b95c270f72deaadf7f,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,335000,36,0,晴多雲
4757,2022/4/29 08:00,"0150deb7d0,0175",Ubd1e6918c63629b95c270f72deaadf7f,吳記沙拉船&好記蔬食鹽水雞,23.57226,119.57102,480244,36,0,晴風
3596,2022/3/5 10:44,"0150deb7d0,0044",U822ae6ff2b69f32310987e0331b15767,通樑古榕,23.65648794,119.5567078,322044,17,0,陰風
3599,2022/3/5 11:08,"0150deb7d0,0049",U822ae6ff2b69f32310987e0331b15767,跨海大橋(西嶼端),23.63923913,119.5405206,322097,17,0,陰風
4601,2022/4/25 15:30,"0150deb7d0,0231",U822ae6ff2b69f32310987e0331b15767,青泉豆花,23.57472,119.57821,470894,17,0,晴多雲
3764,2022/3/8 10:39,"0150deb7d0,0007",U1dfc8b27566309a129757346737e3459,莫咖啡,23.19526,119.42441,330859,67,1,風多雲
3765,2022/3/8 10:39,"0150deb7d0,0007",Uba7b678fa77ea3d977a8e4aaa30a8aae,莫咖啡,23.19526,119.42441,330860,16,1,風多雲
3779,2022/3/8 12:19,"0150deb7d0,0437",Uc3ff6e05a0b89834c2e6252507f00337,台灣大餅早午餐,23.56718,119.56441,331205,71,1,風多雲
3920,2022/4/1 15:19,"0150deb7d0,0026",U8bbc7850078a144004a342975a29c5ca,媽宮食品工廠,23.56186091,119.5803374,405298,26,1,風
4829,2022/4/4 10:43,"0150deb7d0,0198",U8bbc7850078a144004a342975a29c5ca,黑妞,23.56469,119.56479,413126,26,1,風
4831,2022/4/4 11:54,"0150deb7d0,0359",U8bbc7850078a144004a342975a29c5ca,Bella調酒專賣店,23.56855353,119.567152,413289,26,1,風
3958,2022/4/10 14:26,"0150deb7d0,0149",Ucf0788045f7a21a85ae3281439c84edd,拾捌度C鮮果茶飲站,23.57436,119.5795,430460,61,0,多雲
3977,2022/4/10 18:44,"0150deb7d0,0162",Ucf0788045f7a21a85ae3281439c84edd,鯨 鯊威瑪,23.5667,119.56479,431314,61,0,多雲
3969,2022/4/10 16:55,"0150deb7d0,0078",U674cc2ba1b56d6b0230a25bc09f116d8,白灣景觀餐廳,23.56154,119.64737,430944,21,1,多雲
4713,2022/4/28 16:32,"0150deb7d0,0231",U674cc2ba1b56d6b0230a25bc09f116d8,青泉豆花,23.57472,119.57821,479217,21,1,陰晴
4714,2022/4/28 16:46,"0150deb7d0,0329",U674cc2ba1b56d6b0230a25bc09f116d8,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,479249,21,1,陰晴
4000,2022/4/11 11:23,"0150deb7d0,0001",U06c8d2807407959cc10c02cbdcc04079,篤行十村,23.56385,119.56094,432710,47,0,多雲
4006,2022/4/11 14:46,"0150deb7d0,0157",U06c8d2807407959cc10c02cbdcc04079,鮮食堂海鮮蒸鍋,23.56566,119.56462,433377,47,0,多雲
4033,2022/4/12 13:27,"0150deb7d0,0078",Uea0c791cae9efa9b425926388a669b2a,白灣景觀餐廳,23.56154,119.64737,436197,23,0,晴
4040,2022/4/12 11:36,"0150deb7d0,0336",Ubb95d5213cd7170c0cb2492ca9b5ee14,品川元麻辣串串,23.56319,119.59046,435827,46,0,晴
4394,2022/4/2 22:25,"0150deb7d0,0258",Ubb95d5213cd7170c0cb2492ca9b5ee14,曬食光餐飲店,23.56639,119.56396,410034,46,0,小雨
5031,2022/4/8 15:11,"0150deb7d0,0078",Ubb95d5213cd7170c0cb2492ca9b5ee14,白灣景觀餐廳,23.56154,119.64737,424729,46,0,晴
4094,2022/4/13 10:34,"0150deb7d0,0360",U27e792bde252a0c0b2fe83aabdf6ff66,芳遠水果行,23.56751,119.56721,438648,21,0,晴
4095,2022/4/13 10:36,"0150deb7d0,0246",U27e792bde252a0c0b2fe83aabdf6ff66,達咖啡,23.56737,119.56745,438650,21,0,晴
4126,2022/4/13 08:57,"0150deb7d0,0038",U470389a81915f77f263354d27ad7c8cb,石滬廣場站,23.56312198,119.5648365,438440,79,1,晴
4131,2022/4/13 09:50,"0150deb7d0,0167",U470389a81915f77f263354d27ad7c8cb,文馨文石工坊,23.56453,119.5645,438516,79,1,晴
4135,2022/4/14 10:49,"0150deb7d0,0033",Ub2bdb949abfdff49cfc3cf85d48a4f2f,澎福食品行,23.58479347,119.6631239,441862,33,1,雨風
4143,2022/4/14 15:04,"0150deb7d0,0116",Ud6d96f1072a5472460d4cff05f30d914,金醬府,23.56734,119.5729,442728,80,0,雨風
4567,2022/4/24 12:07,"0150deb7d0,0153",Ud6d96f1072a5472460d4cff05f30d914,找食間,23.57331,119.56867,467868,80,0,晴
4533,2022/4/22 21:38,"0150deb7d0,0311",Uea7fc7c9746de951b427604ab16a0c82,澎湖 朝陽路肉圓,23.57339,119.57697,464694,68,1,晴雨
4534,2022/4/22 21:39,"0150deb7d0,0289",Uea7fc7c9746de951b427604ab16a0c82,抓包．馬公分店,23.5729,119.57694,464698,68,1,晴雨
4266,2022/4/17 16:52,"0150deb7d0,0338",Ua8f105690640317695cc812525a7add4,曾記滿福堂擔仔麵,23.57406,119.57323,450596,51,0,風
4268,2022/4/17 17:10,"0150deb7d0,0036",Uf10aa23a650e3476f7c2747e4c06c74c,岩質咖啡,23.56646069,119.5790493,450638,72,1,風
4739,2022/4/29 10:22,"0150deb7d0,0124",U8842bc1c33ab4cc8a292dd0257d0390a,峰鮮宴隱市食堂,23.56359,119.5808,481660,19,1,晴風
4762,2022/4/29 09:55,"0150deb7d0,0337",U8842bc1c33ab4cc8a292dd0257d0390a,金海集,23.56305,119.56706,480358,19,1,晴風
4272,2022/4/17 18:19,"0150deb7d0,0107",U1273956244016b17a461213dd7a6f722,真鮮味小吃部,119.56491,119.56929,450900,43,1,風
4343,2022/4/19 13:05,"0150deb7d0,0065",U1273956244016b17a461213dd7a6f722,啤酒海時尚熱炒,23.56523,119.56644,455815,43,1,雨風
4372,2022/4/19 15:27,"0150deb7d0,0008",U1273956244016b17a461213dd7a6f722,典醬家,23.56933086,119.5898642,456150,43,1,雨風
4334,2022/4/18 07:48,"0150deb7d0,0337",U06dff1a148620a56b59cae6fa5430356,金海集,23.56305,119.56706,452009,63,0,陰風
4470,2022/4/21 11:20,"0150deb7d0,0395",U58075fce7db86ce4ff4be0ec99799745,大口香雞排,23.56719,119.56471,460793,37,0,晴
4471,2022/4/21 11:28,"0150deb7d0,0288",U58075fce7db86ce4ff4be0ec99799745,皮克吐司,23.56714,119.56467,460814,37,0,晴
4483,2022/4/21 18:09,"0150deb7d0,0298",U58075fce7db86ce4ff4be0ec99799745,小蘑菇義大利麵,23.56716,119.56465,461795,37,0,晴
4800,2022/4/30 01:27,"0150deb7d0,0255",Uc5b38048f577609c56c0aaf0ab6c52b1,巴適麻辣鍋,23.57185,119.58141,482137,15,0,風
4808,2022/4/30 03:27,"0150deb7d0,0330",Uc5b38048f577609c56c0aaf0ab6c52b1,招柴莉莉,23.57278,119.57504,482321,15,0,風
4811,2022/4/30 04:13,"0150deb7d0,0027",Uc5b38048f577609c56c0aaf0ab6c52b1,五鮮上醬海產專賣,23.56580466,119.5654261,482407,15,0,風
4480,2022/4/21 17:10,"0150deb7d0,0432",U4842677f3aeb4d187e9ff9630e1be129,多那之澎湖店,23.56483,119.56537,461634,40,0,晴
5041,2022/4/8 17:16,"0150deb7d0,0370",U4842677f3aeb4d187e9ff9630e1be129,美味登場飯麵館,23.56881,119.57029,425247,40,0,晴
4510,2022/4/22 12:33,"0150deb7d0,0177",Ufc40da0e4f7c634b9f9960dd9370a841,夏天茶飲,23.57184,119.57075,463276,74,0,晴雨
4513,2022/4/22 15:56,"0150deb7d0,0418",U8c966e82e624d1b62d8787e0cdaaa277,澎湖國家風景區,23.55681074,119.6064877,463757,18,1,晴雨
4519,2022/4/22 17:26,"0150deb7d0,0372",Uad143c29ddcd8cc6544e0ff5de20fb23,ㄇㄇ的臭豆腐,23.55258,119.61097,464074,76,1,晴雨
4652,2022/4/26 18:38,"0150deb7d0,0238",Uad143c29ddcd8cc6544e0ff5de20fb23,澎湖水仙宮,23.56385,119.56416,473942,76,1,晴多雲
4538,2022/4/23 13:39,"0150deb7d0,0036",U99b5a1fb9745a6e889f7c9261923b0d7,岩質咖啡,23.56646069,119.5790493,465896,48,1,多雲晴
4571,2022/4/24 14:07,"0150deb7d0,0308",Uec6159037b6b13241c384e03342d903c,沐一日式豬排專賣店,23.57319,119.57316,468185,27,0,晴
4572,2022/4/24 15:17,"0150deb7d0,0173",Uec6159037b6b13241c384e03342d903c,綺樂Chi Love 仙人掌彩虹霜淇淋,23.56548,119.56532,468396,27,0,晴
4575,2022/4/24 15:56,"0150deb7d0,0240",Uab4eaff3553325f78f0d9254614c6974,文化路蔥油餅,23.56825,119.56753,468510,45,0,晴
4577,2022/4/24 16:38,"0150deb7d0,0295",Uab4eaff3553325f78f0d9254614c6974,獨領風騷,23.56815,119.56751,468603,45,0,晴
4592,2022/4/25 22:29,"0150deb7d0,0199",Uc96c1013d622435c450416309055c97a,麗洋手作蛋糕,23.56431,119.56464,472186,42,1,晴多雲
4593,2022/4/25 22:33,"0150deb7d0,0074",Uc96c1013d622435c450416309055c97a,媽宮海產行到了！,23.56491,119.56533,472202,42,1,晴多雲
4602,2022/4/25 16:11,"0150deb7d0,0267",Uc96c1013d622435c450416309055c97a,易家仙人掌冰,23.65747,119.55532,471027,42,1,晴多雲
4594,2022/4/25 22:39,"0150deb7d0,0175",U7bb458d3ac6d867f0ad7b17c1a087e72,吳記沙拉船&好記蔬食鹽水雞,23.57226,119.57102,472240,76,1,晴多雲
4605,2022/4/25 16:58,"0150deb7d0,0418",U004c48c04374409b99c9376cca12c401,澎湖國家風景區,23.55681074,119.6064877,471192,24,0,晴多雲
4611,2022/4/25 18:49,"0150deb7d0,0432",U5ad31fb31d20d1f6f052d06dfe3e1880,多那之澎湖店,23.56483,119.56537,471539,44,1,晴多雲
4626,2022/4/25 21:33,"0150deb7d0,0152",Ue84c9f2ec1496587dbfe00acda52e6d0,邁泰MAI TAI THAI TEA,23.56667,119.56486,472059,27,0,晴多雲
4667,2022/4/27 23:22,"0150deb7d0,0083",Ub9c9131ee28deb7bd2506e4ae545adf8,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),23.56542,119.56562,477835,24,1,晴多雲
4672,2022/4/27 12:57,"0150deb7d0,0062",Ub9c9131ee28deb7bd2506e4ae545adf8,小和食光輕食館,23.57465715,119.5734249,475839,24,1,晴多雲
4676,2022/4/27 15:28,"0150deb7d0,0057",Ub9c9131ee28deb7bd2506e4ae545adf8,澎湖海洋地質公園中心(1F),23.56642,119.57891,476390,24,1,晴多雲
4738,2022/4/29 13:33,"0150deb7d0,0116",Ub9c9131ee28deb7bd2506e4ae545adf8,金醬府,23.56734,119.5729,480761,24,1,晴風
4683,2022/4/27 17:59,"0150deb7d0,0196",Uf0745298228a92e20f6b8839cb7b07c7,馬路益燒肉飯,23.56596,119.56523,476969,41,0,晴多雲
4684,2022/4/27 17:59,"0150deb7d0,0438",Uaf75cefea219b887b57cbd607f5f6d9f,愛家好朋友素食屋,23.57727,119.57231,476974,48,1,晴多雲
4698,2022/4/28 13:23,"0150deb7d0,0371",Ud66631e63ac2c610517af10b7215043b,阿鳳牛肉河粉,23.57142,119.57239,478911,69,1,陰晴
4701,2022/4/28 10:31,"0150deb7d0,0322",Ud626b5a5fac0ba5e848a6f0729125670,檸檬香茅火鍋澎湖店,23.56283,119.56518,478401,68,1,陰晴
4706,2022/4/28 23:31,"0150deb7d0,0220",U98d8ef87bc9e876ee22d3bb7158da05f,184巷餐酒館,23.57525,119.57606,480031,55,1,陰晴
4771,2022/4/3 12:12,"0150deb7d0,0269",U5007fa9c825fd8426d6f277fa4cf1f0b,二崁杏仁茶館,23.60457,119.51837,410822,50,0,陰風
4773,2022/4/3 14:09,"0150deb7d0,0049",U5007fa9c825fd8426d6f277fa4cf1f0b,跨海大橋(西嶼端),23.63923913,119.5405206,411150,50,0,陰風
4792,2022/4/3 08:39,"0150deb7d0,0057",Udb9b24d6556b95d8e336990ad071d618,澎湖海洋地質公園中心(1F),23.56642,119.57891,410430,22,1,陰風
4795,2022/4/3 09:48,"0150deb7d0,0036",Udb9b24d6556b95d8e336990ad071d618,岩質咖啡,23.56646069,119.5790493,410528,22,1,陰風
4822,2022/4/4 13:26,"0150deb7d0,0308",U25d8b8d558d8e6c1a730b43b7e14aa96,沐一日式豬排專賣店,23.57319,119.57316,413590,42,1,風
4826,2022/4/4 10:20,"0150deb7d0,0125",U25d8b8d558d8e6c1a730b43b7e14aa96,赤崁海產行,23.57061,119.57209,413056,42,1,風
